"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"16399","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164979","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","03-Nov-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","33577"
"16400","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164933","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","09-May-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","74362"
"16401","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164933","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","15-Nov-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","33577"
"16402","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2024-2025/164965","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","24-May-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","291178"
"16403","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2024-2025/164965","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","24-May-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","15598"
"16404","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2024-2025/164965","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","22-Sep-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","184056"
"16405","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2023-2024/48512","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","04-Apr-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","220129"
"16406","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2023-2024/48512","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","02-Aug-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","129764.6"
"16407","Uttar Pradesh","Installing community drinking water plants","WS/MP019/2023-2024/48512","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","02-Aug-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","142296"
"16408","Uttar Pradesh","Lighting of public spaces","WS/MP019/2023-2024/49100","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","04-Apr-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","220129"
"16409","Uttar Pradesh","Lighting of public spaces","WS/MP019/2023-2024/49100","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","06-Jul-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","129764.6"
"16410","Uttar Pradesh","Lighting of public spaces","WS/MP019/2023-2024/49100","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","02-Aug-2024","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","142296"
"16411","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165038","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","09-May-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","74362"
"16412","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165038","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","15-Nov-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","33577"
"16413","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165039","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","09-May-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","74362"
"16414","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/165039","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","15-Nov-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","33577"
"16415","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164919","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","12-Mar-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","74323.2"
"16416","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164919","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","04-Nov-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","33559"
"16417","Uttar Pradesh","Lighting of public spaces","WS/MP019/2024-2025/164920","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Shri Hardeep Singh Puri (2020-26) (2020-2026)","Elected MP","12-Mar-2025","MAA VINDHYAVASINI GREEN SOLAR ENERGY","Payment Success","74323.2"
